t,X,Y,Z
1.277309,0.085938,-0.078125,0.984375
1.277635,0.0625,-0.070312,1.007812
1.277961,0.03125,-0.046875,0.945312
1.278287,0.054688,-0.09375,0.992188
1.278613,0.039062,-0.101562,1.0
1.278939,0.03125,-0.070312,1.0
1.279265,0.070312,-0.070312,0.960938
1.279591,0.054688,-0.0625,1.0
1.279916,0.007812,-0.070312,0.9375
1.280242,0.015625,-0.039062,0.992188
1.280568,0.023438,-0.039062,0.984375
1.280894,0.039062,-0.0625,0.976562
1.28122,0.070312,-0.054688,0.96875
1.281546,0.023438,-0.0625,0.9375
1.281872,0.039062,-0.0625,0.992188
1.282198,0.023438,-0.0625,0.960938
1.282524,0.0,-0.09375,0.945312
1.28285,0.054688,-0.070312,0.992188
1.283176,0.0625,-0.117188,1.0
1.283502,0.015625,-0.039062,0.992188
1.283828,0.007812,-0.0625,1.0
1.284154,0.007812,-0.070312,1.0
1.284479,0.007812,-0.0625,0.945312
1.284805,0.023438,-0.046875,1.0
1.285131,0.03125,-0.070312,0.96875
1.285457,0.039062,-0.085938,1.039062
1.285783,0.023438,-0.109375,0.984375
1.286109,0.054688,-0.101562,0.992188
1.286435,0.03125,-0.054688,0.960938
1.286761,0.03125,-0.039062,0.929688
1.287087,0.023438,-0.054688,0.992188
1.287413,0.039062,-0.039062,0.992188
1.287739,0.0625,-0.078125,1.007812
1.288065,0.0625,-0.070312,0.953125
1.288391,0.03125,-0.054688,0.945312
1.288716,0.039062,-0.101562,0.984375
1.289042,0.007812,-0.070312,1.0
1.289368,0.023438,-0.039062,0.960938
1.289694,0.039062,-0.117188,1.0
1.29002,0.054688,-0.054688,0.984375
1.290346,0.03125,-0.078125,0.960938
1.290672,0.039062,-0.054688,0.992188
1.290998,0.039062,-0.0625,1.0
1.291324,0.023438,-0.09375,0.984375
1.29165,0.054688,-0.085938,0.96875
1.291976,0.023438,-0.101562,0.992188
1.292302,0.023438,-0.101562,0.953125
1.292628,0.039062,-0.09375,1.0
1.292954,0.03125,-0.09375,0.976562
1.293279,0.0625,-0.046875,0.992188
1.293605,0.054688,-0.078125,0.960938
1.293931,0.03125,-0.070312,0.984375
1.294257,0.039062,-0.0625,0.992188
1.294583,0.0,-0.054688,0.976562
1.294909,0.054688,-0.054688,0.96875
1.295235,0.070312,-0.054688,0.96875
1.295561,0.039062,-0.109375,1.023438
1.295887,0.070312,-0.070312,0.976562
1.296213,0.0,-0.070312,0.945312
1.296539,0.039062,-0.070312,0.96875
1.296865,0.03125,-0.0625,1.015625
1.297191,0.070312,-0.070312,0.945312
1.297517,0.054688,-0.0625,1.0
1.297842,0.023438,-0.070312,1.015625
1.298168,0.046875,-0.09375,0.992188
1.298494,0.03125,-0.0625,1.015625
1.29882,0.046875,-0.101562,0.96875
1.299146,0.054688,-0.101562,0.992188
1.299472,0.0625,-0.0625,1.039062
1.299798,0.039062,-0.054688,0.992188
1.300124,0.007812,-0.054688,0.992188
1.30045,0.0,-0.078125,0.960938
1.300776,0.046875,-0.070312,0.945312
1.301102,0.03125,-0.085938,1.0
1.301428,0.023438,-0.085938,0.976562
1.301754,0.054688,-0.070312,0.976562
1.30208,0.054688,-0.078125,1.007812
1.302405,0.023438,-0.054688,0.960938
1.302731,0.054688,-0.078125,1.0
1.303057,0.015625,-0.085938,0.992188
1.303383,0.015625,-0.0625,0.945312
1.303709,0.007812,-0.0625,0.929688
1.304035,0.007812,-0.070312,0.984375
1.304361,0.0625,-0.039062,0.992188
1.304687,0.070312,-0.085938,0.960938
1.305013,0.023438,-0.039062,0.96875
1.305339,0.007812,-0.085938,0.96875
1.305665,0.054688,-0.070312,1.0
1.305991,0.0625,-0.078125,0.929688
1.306317,0.03125,-0.078125,1.0
1.306642,0.046875,-0.070312,1.0
1.306968,0.054688,-0.0625,0.992188
1.307294,0.054688,-0.085938,1.0
1.30762,0.023438,-0.046875,0.945312
1.307946,0.023438,-0.070312,0.96875
1.308272,0.054688,-0.085938,0.992188
1.308598,0.023438,-0.0625,0.992188
1.308924,0.078125,-0.125,1.0
1.30925,0.03125,-0.046875,0.976562
1.309576,0.054688,-0.0625,0.945312
1.309902,0.023438,-0.085938,0.992188
1.310228,0.054688,-0.09375,0.992188
1.310554,0.054688,-0.046875,0.960938
1.31088,0.070312,-0.0625,0.984375
1.311205,0.007812,-0.078125,0.960938
1.311531,0.039062,-0.0625,0.984375
1.311857,0.0625,-0.070312,0.945312
1.312183,0.03125,-0.09375,0.976562
1.312509,0.039062,-0.0625,0.960938
1.312835,0.015625,-0.054688,0.976562
1.313161,0.070312,-0.078125,0.992188
1.313487,0.054688,-0.078125,0.984375
1.313813,0.039062,-0.101562,1.015625
1.314139,0.039062,-0.070312,0.992188
1.314465,0.078125,-0.0625,0.945312
1.314791,0.054688,-0.078125,0.945312
1.315117,0.046875,-0.039062,0.984375
1.315443,0.046875,-0.0625,0.96875
1.315768,0.039062,-0.085938,1.007812
1.316094,0.023438,-0.101562,0.960938
1.31642,0.023438,-0.039062,0.953125
1.316746,0.046875,-0.070312,0.992188
1.317072,0.046875,-0.101562,0.992188
1.317398,0.023438,-0.085938,0.984375
1.317724,0.054688,-0.0625,0.96875
1.31805,0.023438,-0.0625,0.976562
1.318376,0.046875,0.007812,0.960938
1.318702,0.039062,-0.0625,0.984375
1.319028,0.054688,-0.0625,0.976562
1.319354,0.023438,-0.085938,0.984375
1.31968,0.023438,-0.09375,0.960938
1.320006,0.046875,-0.054688,1.0
1.320331,0.015625,-0.085938,0.992188
1.320657,0.03125,-0.054688,0.984375
1.320983,0.070312,-0.070312,0.976562
1.321309,0.046875,-0.085938,1.0
1.321635,0.03125,-0.0625,0.992188
1.321961,0.03125,-0.0625,0.992188
1.322287,0.015625,-0.070312,0.992188
1.322613,0.046875,-0.054688,0.992188
1.322939,0.03125,-0.046875,0.976562
1.323265,0.046875,-0.070312,0.984375
1.323591,0.03125,-0.070312,0.984375
1.323917,0.015625,-0.054688,0.992188
1.324243,0.046875,-0.101562,1.015625
1.324568,0.039062,-0.0625,1.0
1.324894,0.054688,-0.046875,0.96875
1.32522,0.03125,-0.085938,0.976562
1.325546,0.03125,-0.070312,0.984375
1.325872,0.039062,-0.0625,0.992188
1.326198,0.054688,-0.0625,0.992188
1.326524,0.023438,-0.054688,0.96875
1.32685,0.023438,-0.0625,1.0
1.327176,0.03125,-0.09375,0.976562
1.327502,0.007812,-0.078125,0.992188
1.327828,0.023438,-0.078125,0.992188
1.328154,0.007812,-0.078125,0.9375
1.32848,0.023438,-0.078125,1.0
1.328806,0.046875,-0.054688,0.96875
1.329131,0.039062,-0.0625,1.0
1.329457,0.046875,-0.070312,0.96875
1.329783,0.023438,-0.039062,0.960938
1.330109,0.070312,-0.0625,0.984375
1.330435,0.046875,-0.085938,0.976562
1.330761,0.039062,-0.085938,0.992188
1.331087,0.054688,-0.070312,0.960938
1.331413,0.054688,-0.070312,0.984375
1.331739,0.039062,-0.101562,1.0
1.332065,0.046875,-0.078125,0.984375
1.332391,0.039062,-0.078125,1.0
1.332717,0.03125,-0.078125,0.953125
1.333043,0.03125,-0.101562,0.984375
1.333369,0.023438,-0.0625,0.96875
1.333694,0.03125,-0.0625,0.976562
1.33402,0.023438,-0.070312,0.984375
1.334346,0.023438,-0.070312,0.960938
1.334672,0.039062,-0.078125,0.984375
1.334998,0.03125,-0.03125,1.0
1.335324,0.03125,-0.09375,1.0
1.33565,0.039062,-0.0625,0.992188
1.335976,0.023438,-0.101562,0.96875
1.336302,0.015625,-0.023438,1.0
1.336628,0.023438,-0.039062,0.992188
1.336954,0.046875,-0.070312,1.007812
1.33728,0.023438,-0.070312,0.953125
1.337606,0.039062,-0.054688,1.0
1.337932,0.023438,-0.0625,0.96875
1.338257,0.007812,-0.085938,0.992188
1.338583,0.039062,-0.054688,0.984375
1.338909,0.078125,-0.046875,0.976562
1.339235,0.054688,-0.09375,0.96875
1.339561,0.046875,-0.0625,0.96875
1.339887,0.03125,-0.0625,1.0
1.340213,0.023438,-0.070312,1.015625
1.340539,0.070312,-0.085938,1.0
1.340865,0.0625,-0.0625,0.992188
1.341191,0.03125,-0.09375,1.0
1.341517,0.015625,-0.117188,1.015625
1.341843,0.039062,-0.0625,0.960938
1.342169,0.046875,-0.09375,0.992188
1.342494,0.03125,-0.09375,1.0
1.34282,0.046875,-0.125,1.015625
1.343146,0.046875,-0.070312,0.960938
1.343472,0.007812,-0.054688,0.984375
1.343798,0.007812,-0.125,0.984375
1.344124,0.007812,-0.117188,1.007812
1.34445,0.039062,-0.070312,0.984375
1.344776,0.007812,-0.078125,0.929688
1.345102,0.007812,-0.054688,0.960938
1.345428,0.039062,-0.0625,1.0
1.345754,0.078125,-0.078125,0.992188
1.34608,0.03125,-0.09375,0.960938
1.346406,0.023438,-0.039062,0.984375
1.346732,0.015625,-0.039062,0.992188
1.347057,0.054688,-0.085938,0.960938
1.347383,0.046875,-0.054688,1.023438
1.347709,0.039062,-0.070312,0.96875
1.348035,0.03125,-0.046875,0.992188
1.348361,0.0625,-0.0625,0.992188
1.348687,0.046875,-0.070312,0.992188
1.349013,0.0625,-0.054688,0.945312
1.349339,0.054688,-0.070312,1.0
1.349665,0.046875,-0.054688,0.984375
1.349991,0.046875,-0.054688,0.976562
1.350317,0.0625,-0.070312,1.0
1.350643,0.046875,-0.054688,1.023438
1.350969,0.070312,-0.078125,1.007812
1.351295,0.054688,-0.0625,1.015625
1.35162,0.039062,-0.039062,0.976562
1.351946,0.015625,-0.085938,1.0
1.352272,0.023438,-0.09375,0.976562
1.352598,0.054688,-0.078125,0.960938
1.352924,0.054688,-0.117188,0.960938
1.35325,0.023438,-0.0625,1.023438
1.353576,0.03125,-0.109375,1.015625
1.353902,0.0625,-0.0625,0.96875
1.354228,0.023438,-0.039062,0.984375
1.354554,0.03125,-0.0625,0.992188
1.35488,0.070312,-0.078125,0.96875
1.355206,0.023438,-0.0625,0.984375
1.355532,0.0625,-0.0625,0.96875
1.355858,0.03125,-0.09375,0.945312
1.356183,0.0,-0.0625,1.007812
1.356509,0.078125,-0.09375,0.992188
1.356835,0.054688,-0.070312,0.953125
1.357161,0.0625,-0.070312,0.9375
1.357487,0.039062,-0.085938,0.929688
1.357813,0.085938,-0.070312,0.929688
1.358139,0.054688,-0.085938,1.007812
1.358465,0.03125,-0.09375,0.992188
1.358791,0.03125,-0.085938,1.0
1.359117,0.0,-0.0625,0.945312
1.359443,0.054688,-0.078125,0.976562
1.359769,0.0,-0.054688,0.992188
1.360095,0.054688,-0.101562,0.976562
1.36042,0.054688,-0.09375,0.976562
1.360746,0.03125,-0.039062,1.007812
1.361072,0.054688,-0.0625,0.984375
1.361398,0.0625,-0.085938,0.945312
1.361724,0.015625,-0.023438,0.96875
1.36205,0.015625,-0.039062,1.0
1.362376,0.03125,-0.0625,0.960938
1.362702,0.054688,-0.0625,0.976562
1.363028,0.03125,-0.046875,1.0
1.363354,0.023438,-0.046875,0.976562
1.36368,0.046875,-0.09375,0.976562
1.364006,0.046875,-0.046875,0.976562
1.364332,0.0625,-0.125,0.960938
1.364658,0.078125,-0.070312,0.992188
1.364983,0.03125,-0.046875,1.007812
1.365309,0.03125,-0.078125,1.015625
1.365635,0.054688,-0.109375,1.015625
1.365961,0.03125,-0.054688,0.945312
1.366287,0.023438,-0.078125,0.960938
1.366613,0.046875,-0.070312,0.984375
1.366939,0.015625,-0.078125,0.992188
1.367265,0.0,-0.046875,0.945312
1.367591,0.046875,-0.070312,0.992188
1.367917,0.054688,-0.054688,0.984375
1.368243,0.046875,-0.03125,1.0
1.368569,0.03125,-0.078125,0.929688
1.368895,0.046875,-0.085938,1.0
1.369221,0.070312,-0.039062,1.015625
1.369546,0.0,-0.078125,0.953125
1.369872,0.046875,-0.078125,0.96875
1.370198,0.085938,-0.101562,1.023438
1.370524,0.0625,-0.0625,1.023438
1.37085,0.03125,-0.054688,1.0
1.371176,0.03125,-0.0625,0.984375
1.371502,0.054688,-0.0625,0.960938
1.371828,0.0625,-0.070312,0.960938
1.372154,0.054688,-0.046875,1.007812
1.37248,0.046875,-0.09375,1.007812
1.372806,0.03125,-0.039062,0.984375
1.373132,0.070312,-0.0625,0.960938
1.373458,0.0,-0.09375,0.984375
1.373784,0.039062,-0.109375,1.023438
1.374109,0.046875,-0.09375,0.992188
1.374435,0.046875,-0.085938,0.96875
1.374761,0.0,-0.039062,1.0
1.375087,0.078125,-0.0625,1.0
1.375413,0.03125,-0.085938,0.953125
1.375739,0.046875,-0.070312,0.960938
1.376065,0.039062,-0.070312,0.953125
1.376391,0.039062,-0.054688,0.984375
1.376717,0.03125,-0.078125,0.96875
1.377043,0.023438,-0.070312,0.921875
1.377369,0.0,-0.085938,0.945312
1.377695,0.046875,-0.109375,0.992188
1.378021,0.023438,-0.070312,0.992188
1.378346,0.078125,-0.085938,0.992188
1.378672,0.03125,-0.046875,0.929688
1.378998,0.070312,-0.070312,0.992188
1.379324,0.054688,-0.085938,0.976562
1.37965,0.0,-0.101562,1.023438
1.379976,0.007812,-0.070312,0.992188
1.380302,0.070312,-0.109375,0.960938
1.380628,0.039062,-0.078125,0.992188
1.380954,0.039062,-0.125,1.007812
1.38128,0.03125,-0.039062,0.992188
1.381606,0.0,-0.0625,1.0
1.381932,0.046875,-0.023438,0.96875
1.382258,0.054688,-0.054688,1.007812
1.382584,0.078125,-0.109375,1.03125
1.382909,0.023438,-0.039062,0.992188
1.383235,0.070312,-0.039062,0.992188
1.383561,0.03125,-0.0625,0.984375
1.383887,0.03125,-0.0625,0.96875
1.384213,0.046875,-0.070312,0.953125
1.384539,0.046875,-0.0625,1.007812
1.384865,0.054688,-0.046875,0.992188
1.385191,0.054688,-0.070312,0.960938
1.385517,0.039062,-0.054688,0.96875
1.385843,0.054688,-0.039062,0.992188
1.386169,0.054688,-0.039062,0.945312
1.386495,0.046875,-0.070312,0.992188
1.386821,0.023438,-0.085938,0.9375
1.387147,0.078125,-0.070312,0.992188
1.387472,0.054688,-0.085938,0.992188
1.387798,0.054688,-0.078125,0.992188
1.388124,0.0,-0.0625,0.976562
1.38845,0.046875,-0.070312,0.992188
1.388776,0.0625,-0.054688,0.96875
1.389102,0.070312,-0.054688,1.007812
1.389428,0.046875,-0.054688,0.945312
1.389754,0.023438,-0.09375,1.0
1.39008,0.054688,-0.046875,0.976562
1.390406,0.054688,-0.101562,1.023438
1.390732,0.015625,-0.070312,0.960938
1.391058,0.054688,-0.054688,1.03125
1.391384,0.0625,-0.078125,1.0
1.39171,0.054688,-0.046875,0.992188
1.392035,0.039062,-0.054688,1.007812
1.392361,0.054688,-0.0625,0.984375
1.392687,0.0,-0.054688,1.0
1.393013,0.046875,-0.09375,1.0
1.393339,0.046875,-0.070312,1.0
1.393665,0.046875,-0.101562,0.960938
1.393991,0.023438,-0.054688,0.976562
1.394317,0.015625,-0.09375,0.992188
1.394643,0.023438,-0.09375,0.984375
1.394969,0.039062,-0.039062,1.015625
1.395295,0.046875,-0.085938,1.007812
1.395621,0.023438,-0.046875,1.0
1.395947,0.0625,-0.109375,0.984375
1.396272,0.046875,-0.117188,0.992188
1.396598,0.023438,-0.054688,1.015625
1.396924,0.023438,-0.0625,0.960938
1.39725,0.015625,-0.085938,0.992188
1.397576,0.054688,-0.09375,1.007812
1.397902,0.046875,-0.125,0.953125
1.398228,0.039062,-0.0625,0.96875
1.398554,0.054688,-0.046875,1.0
1.39888,0.03125,-0.101562,1.0
1.399206,0.0625,-0.078125,0.945312
1.399532,0.023438,-0.070312,0.953125
1.399858,0.0625,-0.046875,1.0
1.400184,0.039062,-0.0625,0.953125
1.40051,0.046875,-0.0625,0.9375
1.400835,0.023438,-0.0625,1.0
1.401161,0.023438,-0.046875,1.015625
1.401487,0.046875,-0.046875,0.960938
1.401813,0.023438,-0.078125,0.984375
1.402139,0.039062,-0.054688,0.96875
1.402465,0.046875,-0.09375,0.992188
1.402791,0.03125,-0.015625,0.960938
1.403117,0.03125,-0.039062,0.960938
1.403443,0.046875,-0.09375,1.0
1.403769,0.054688,-0.101562,0.96875
1.404095,0.03125,-0.09375,0.992188
1.404421,0.070312,-0.070312,0.960938
1.404747,0.039062,-0.09375,0.96875
1.405073,0.054688,-0.070312,0.960938
1.405398,0.0625,-0.054688,1.0
1.405724,0.023438,-0.09375,1.007812
1.40605,0.078125,-0.09375,0.984375
1.406376,0.007812,-0.09375,0.953125
1.406702,0.03125,-0.039062,0.953125
1.407028,0.007812,-0.078125,0.96875
1.407354,0.054688,-0.054688,1.007812
1.40768,0.054688,-0.078125,1.0
1.408006,0.03125,-0.039062,0.976562
1.408332,0.046875,-0.054688,1.0
1.408658,0.0,-0.054688,0.984375
1.408984,0.03125,-0.078125,0.945312
1.40931,0.023438,-0.0625,0.960938
1.409636,0.015625,-0.101562,1.0
1.409961,0.054688,-0.054688,0.992188
1.410287,0.070312,-0.078125,0.953125
1.410613,0.046875,-0.078125,0.976562
1.410939,0.046875,-0.117188,1.023438
1.411265,0.0625,-0.070312,0.960938
1.411591,0.054688,-0.046875,0.984375
1.411917,0.054688,-0.078125,0.992188
1.412243,0.03125,-0.09375,0.976562
1.412569,0.046875,-0.054688,1.0
1.412895,0.03125,-0.117188,0.992188
1.413221,0.046875,-0.054688,0.992188
1.413547,0.0625,-0.085938,1.015625
1.413873,0.007812,-0.046875,0.96875
1.414198,0.039062,-0.039062,1.0
1.414524,0.085938,-0.132812,0.992188
1.41485,0.070312,-0.09375,0.992188
1.415176,0.007812,-0.070312,0.929688
1.415502,0.039062,-0.101562,0.953125
1.415828,0.03125,-0.054688,1.0
1.416154,0.03125,-0.0625,0.992188
1.41648,0.03125,-0.0625,0.976562
1.416806,0.054688,-0.09375,1.023438
1.417132,0.054688,-0.117188,1.0
1.417458,0.007812,-0.117188,0.992188
1.417784,0.039062,-0.0625,1.007812
1.41811,0.039062,-0.078125,0.992188
1.418436,0.023438,-0.0625,1.0
1.418761,0.023438,-0.085938,0.992188
1.419087,0.0,-0.054688,0.992188
1.419413,0.046875,-0.078125,1.0
1.419739,0.046875,-0.125,0.992188
1.420065,0.039062,-0.078125,0.992188
1.420391,0.0625,-0.109375,1.0
1.420717,0.0,-0.070312,0.992188
1.421043,0.046875,-0.046875,0.984375
1.421369,0.054688,-0.0625,0.96875
1.421695,0.015625,-0.085938,0.992188
1.422021,0.0625,-0.0625,1.0
1.422347,0.03125,-0.070312,0.96875
1.422673,0.03125,-0.117188,0.992188
1.422999,0.023438,-0.070312,0.992188
1.423324,0.046875,-0.054688,1.007812
1.42365,0.039062,-0.054688,1.007812
1.423976,0.023438,-0.046875,1.0
1.424302,0.054688,-0.09375,1.0
1.424628,0.070312,-0.03125,1.023438
1.424954,0.070312,-0.070312,0.992188
1.42528,0.03125,-0.0625,0.976562
1.425606,0.054688,-0.0625,0.992188
1.425932,0.054688,-0.078125,0.976562
1.426258,0.054688,-0.0625,0.96875
1.426584,0.054688,-0.070312,0.960938
1.42691,0.007812,-0.070312,1.0
1.427236,0.007812,-0.039062,1.0
1.427562,0.023438,-0.085938,0.984375
1.427887,0.0625,-0.09375,0.96875
1.428213,0.03125,-0.0625,0.984375
1.428539,0.015625,-0.046875,1.0
1.428865,0.046875,-0.070312,0.976562
1.429191,0.039062,-0.054688,0.992188
1.429517,0.03125,-0.101562,0.984375
1.429843,0.039062,-0.039062,1.007812
1.430169,0.039062,-0.054688,0.929688
1.430495,0.0625,-0.117188,0.984375
1.430821,0.0,-0.023438,0.914062
1.431147,0.023438,-0.039062,0.945312
1.431473,0.078125,-0.078125,1.023438
1.431799,0.023438,-0.078125,0.992188
1.432124,0.070312,-0.070312,1.007812
1.43245,0.054688,-0.0625,0.9375
1.432776,0.046875,-0.070312,0.992188
1.433102,0.023438,-0.101562,0.96875
1.433428,0.03125,-0.023438,0.953125
1.433754,0.015625,-0.015625,0.960938
1.43408,0.015625,-0.09375,0.960938
1.434406,0.054688,-0.054688,0.976562
1.434732,0.054688,-0.054688,0.984375
1.435058,0.054688,-0.0625,0.992188
1.435384,0.054688,-0.078125,1.03125
1.43571,0.023438,-0.046875,0.992188
1.436036,0.09375,-0.101562,0.9375
1.436362,0.03125,-0.054688,0.992188
1.436687,0.03125,-0.070312,0.976562
1.437013,0.023438,-0.09375,0.945312
1.437339,0.015625,-0.09375,0.953125
1.437665,0.03125,-0.046875,0.921875
1.437991,0.015625,-0.085938,1.0
1.438317,0.054688,-0.070312,1.007812
1.438643,0.023438,-0.0625,0.96875
1.438969,0.03125,-0.109375,0.96875
1.439295,0.046875,-0.070312,0.992188
1.439621,0.03125,-0.070312,0.984375
1.439947,0.046875,-0.054688,0.992188
1.440273,0.0625,-0.054688,0.960938
1.440599,0.054688,-0.078125,0.96875
1.440925,0.023438,-0.0625,0.96875
1.44125,0.039062,-0.078125,0.992188
1.441576,0.054688,-0.0625,0.960938
1.441902,0.039062,-0.039062,0.992188
1.442228,0.046875,-0.101562,0.992188
1.442554,0.0,-0.085938,1.023438
1.44288,0.046875,-0.070312,1.007812
1.443206,0.015625,-0.09375,0.992188
1.443532,0.023438,-0.070312,0.992188
1.443858,0.03125,-0.070312,0.992188
1.444184,0.039062,-0.070312,0.960938
1.44451,0.0,-0.054688,0.953125
1.444836,0.015625,-0.039062,0.992188
1.445162,0.015625,-0.0625,0.992188
1.445488,0.039062,-0.09375,1.0
1.445813,0.0625,-0.0625,0.992188
1.446139,0.039062,-0.0625,0.992188
1.446465,0.046875,-0.046875,0.929688
1.446791,0.070312,-0.046875,0.960938
1.447117,0.046875,-0.09375,1.007812
1.447443,0.039062,-0.070312,1.0
1.447769,0.054688,-0.0625,1.0
1.448095,0.0,-0.0625,0.96875
1.448421,0.054688,-0.09375,0.984375
1.448747,0.039062,-0.078125,0.984375
1.449073,0.054688,-0.070312,1.0
1.449399,0.039062,-0.101562,0.945312
1.449725,0.0625,-0.070312,0.96875
1.45005,0.015625,-0.0625,0.96875
1.450376,0.054688,-0.085938,0.960938
1.450702,0.023438,-0.070312,0.984375
1.451028,0.078125,-0.039062,0.960938
1.451354,0.007812,-0.070312,0.984375
1.45168,0.007812,-0.023438,0.984375
1.452006,0.046875,-0.046875,1.0
1.452332,0.039062,-0.054688,0.992188
1.452658,0.03125,-0.09375,0.984375
1.452984,0.023438,-0.039062,1.023438
1.45331,0.046875,-0.085938,0.984375
1.453636,0.0625,-0.046875,1.007812
1.453962,0.007812,-0.078125,0.945312
1.454288,0.015625,-0.046875,0.96875
1.454613,0.0625,-0.03125,0.929688
1.454939,0.03125,-0.085938,0.992188
1.455265,0.0625,-0.101562,1.0
1.455591,0.085938,-0.085938,1.007812
1.455917,0.03125,-0.101562,0.953125
1.456243,0.03125,-0.085938,1.0
1.456569,0.03125,-0.039062,0.992188
1.456895,0.054688,-0.0625,0.984375
1.457221,0.0625,-0.085938,0.960938
1.457547,0.03125,-0.085938,0.992188
1.457873,0.03125,-0.046875,1.023438
1.458199,0.054688,-0.0625,0.953125
1.458525,0.054688,-0.0625,0.96875
1.458851,0.03125,-0.046875,1.0
1.459176,0.054688,-0.09375,1.03125
1.459502,0.03125,-0.0625,1.015625
1.459828,0.015625,-0.085938,0.976562
1.460154,0.007812,-0.046875,0.9375
1.46048,0.070312,-0.070312,0.976562
1.460806,0.023438,-0.023438,0.992188
1.461132,0.015625,-0.078125,0.976562
1.461458,0.078125,-0.0625,1.023438
1.461784,0.054688,-0.070312,0.96875
1.46211,0.007812,-0.046875,0.96875
1.462436,0.054688,-0.054688,1.0
1.462762,0.054688,-0.070312,0.976562
1.463088,0.03125,-0.101562,0.945312
1.463414,0.015625,-0.078125,0.960938
1.463739,0.046875,-0.085938,1.0
1.464065,0.054688,-0.085938,0.96875
1.464391,0.03125,-0.054688,0.9375
1.464717,0.03125,-0.070312,0.945312
1.465043,0.054688,-0.039062,0.96875
1.465369,0.0625,-0.117188,0.992188
1.465695,0.070312,-0.070312,0.976562
1.466021,0.03125,-0.007812,0.976562
1.466347,0.039062,-0.046875,1.007812
1.466673,0.039062,-0.054688,0.960938
1.466999,0.054688,-0.023438,0.960938
1.467325,0.03125,-0.070312,0.984375
1.467651,0.0625,-0.0625,0.992188
1.467976,0.054688,-0.039062,1.0
1.468302,0.0625,-0.085938,0.992188
1.468628,0.023438,-0.09375,0.984375
1.468954,0.023438,-0.054688,0.992188
1.46928,0.03125,-0.101562,1.0
1.469606,0.054688,-0.054688,0.960938
1.469932,0.054688,-0.101562,1.0
1.470258,0.085938,-0.101562,0.984375
1.470584,0.039062,-0.085938,0.960938
1.47091,0.007812,-0.109375,1.015625
1.471236,0.054688,-0.101562,0.9375
1.471562,0.03125,-0.070312,0.984375
1.471888,0.03125,-0.078125,0.953125
1.472214,0.078125,-0.101562,0.976562
1.472539,0.0625,-0.054688,1.0
1.472865,0.023438,-0.054688,0.984375
1.473191,0.054688,-0.0625,0.984375
1.473517,0.007812,-0.101562,0.984375
1.473843,0.0625,-0.046875,1.0
1.474169,0.039062,-0.09375,1.007812
1.474495,0.054688,-0.046875,0.976562
1.474821,0.054688,-0.09375,0.96875
1.475147,0.046875,-0.09375,0.960938
1.475473,0.054688,-0.101562,1.0
1.475799,0.03125,-0.070312,0.96875
1.476125,0.039062,-0.054688,1.0
1.476451,0.015625,-0.101562,0.960938
1.476777,0.085938,-0.078125,0.976562
1.477102,0.03125,-0.101562,0.992188
1.477428,0.023438,-0.054688,0.992188
1.477754,0.039062,-0.046875,0.960938
1.47808,0.03125,-0.039062,0.992188
1.478406,0.03125,-0.101562,0.992188
1.478732,0.054688,-0.070312,0.960938
1.479058,0.007812,-0.085938,0.984375
1.479384,0.046875,-0.0625,0.96875
1.47971,0.0,-0.117188,0.984375
1.480036,0.03125,-0.0625,1.023438
1.480362,0.039062,-0.101562,0.992188
1.480688,0.078125,-0.0625,1.0
1.481014,0.023438,-0.070312,1.007812
1.48134,0.070312,-0.0625,0.976562
1.481665,0.03125,-0.125,1.007812
1.481991,0.0,-0.054688,0.9375
1.482317,0.046875,-0.070312,0.984375
1.482643,0.0,-0.070312,0.976562
1.482969,0.039062,-0.078125,1.007812
1.483295,0.070312,-0.0625,0.992188
1.483621,0.0625,-0.0625,1.0
1.483947,0.039062,-0.046875,0.929688
1.484273,0.007812,-0.117188,0.96875
1.484599,0.085938,-0.054688,0.976562
1.484925,0.023438,-0.078125,1.03125
1.485251,0.015625,-0.09375,0.929688
1.485577,0.0625,-0.125,1.0
1.485902,0.023438,-0.078125,0.984375
1.486228,0.046875,-0.023438,0.992188
1.486554,0.046875,-0.054688,1.023438
1.48688,0.03125,-0.0625,1.015625
1.487206,0.023438,-0.015625,0.984375
1.487532,0.023438,-0.054688,0.953125
1.487858,0.03125,-0.046875,0.992188
1.488184,0.078125,-0.078125,0.992188
1.48851,0.054688,-0.070312,1.0
1.488836,0.054688,-0.070312,1.03125
1.489162,0.03125,-0.054688,1.0
1.489488,0.054688,-0.046875,0.929688
1.489814,0.03125,-0.070312,1.0
1.49014,0.007812,-0.046875,1.0
1.490465,0.023438,-0.0625,0.9375
1.490791,0.039062,-0.0625,0.992188
1.491117,0.046875,-0.046875,1.007812
1.491443,0.070312,-0.109375,0.992188
1.491769,0.039062,-0.054688,1.0
1.492095,0.03125,-0.046875,0.984375
1.492421,0.046875,-0.0625,0.984375
1.492747,0.007812,-0.09375,0.953125
1.493073,0.007812,-0.09375,1.023438
1.493399,0.046875,-0.070312,0.992188
1.493725,0.046875,-0.101562,0.992188
1.494051,0.0625,-0.0625,1.0
1.494377,0.007812,-0.0625,0.945312
1.494703,0.015625,-0.09375,1.0
1.495028,0.03125,-0.070312,1.0
1.495354,0.015625,-0.054688,0.929688
1.49568,0.039062,-0.09375,1.0
1.496006,0.0625,-0.070312,1.0
1.496332,0.070312,-0.054688,0.945312
