t,acc_X,acc_Y,acc_Z,gyr_X,gyr_Y,gyr_Z,mag_X,mag_Y,mag_Z,eul_heading,eul_roll,eul_pitch,quat_w,quat_x,quat_y,quat_z,lia_X,lia_Y,lia_Z,grv_X,grv_Y,grv_Z,temp
0.0,-0.32,3.15,9.31,0.0625,-0.5625,0.3125,1.5,78.1875,-14.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.011014,-0.33,3.17,9.31,-0.0625,-0.375,0.1875,1.5,78.1875,-14.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.04,-0.32,3.16,9.27,22
0.022028,-0.33,3.16,9.3,-0.125,-0.5,0.125,1.5,78.1875,-14.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,-0.01,0.0,0.02,-0.32,3.16,9.27,22
0.033042,-0.32,3.17,9.31,-0.375,-0.5,0.25,1.5,78.1875,-12.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.044056,-0.32,3.16,9.32,-0.1875,-0.375,0.1875,1.5,78.1875,-12.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.0,-0.32,3.16,9.27,22
0.05507,-0.31,3.16,9.27,-0.125,-0.1875,0.125,1.5,78.1875,-12.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.03,-0.32,3.16,9.27,22
0.066084,-0.32,3.18,9.31,-0.0625,-0.375,0.25,1.5,78.1875,-12.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.05,-0.32,3.16,9.27,22
0.077098,-0.32,3.16,9.33,0.0,-0.125,0.25,5.5625,76.6875,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.01,0.01,0.05,-0.32,3.16,9.27,22
0.088113,-0.3,3.17,9.32,-0.0625,-0.1875,0.25,5.5625,76.6875,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,-0.01,0.02,0.02,-0.32,3.16,9.27,22
0.099127,-0.33,3.18,9.29,0.0,-0.125,0.3125,5.5625,76.6875,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.110141,-0.32,3.17,9.31,-0.25,-0.125,0.3125,5.5625,76.6875,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.02,-0.32,3.16,9.27,22
0.121155,-0.32,3.18,9.29,-0.0625,-0.375,0.375,5.5625,76.6875,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,-0.01,0.0,0.03,-0.32,3.16,9.27,22
0.132169,-0.33,3.16,9.31,-0.25,-0.25,0.1875,6.375,77.75,-15.5625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.05,-0.32,3.16,9.27,22
0.143183,-0.33,3.16,9.29,-0.3125,-0.3125,0.25,6.375,77.75,-15.5625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.02,-0.32,3.16,9.27,22
0.154197,-0.32,3.16,9.29,-0.125,-0.1875,0.3125,6.375,77.75,-15.5625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,-0.01,0.03,-0.32,3.16,9.27,22
0.165211,-0.31,3.15,9.31,-0.1875,-0.375,0.25,6.375,77.75,-15.5625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.05,-0.32,3.16,9.27,22
0.176225,-0.33,3.17,9.33,-0.3125,-0.0625,0.3125,6.375,77.75,-15.5625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.05,-0.32,3.16,9.27,22
0.187239,-0.32,3.16,9.32,-0.25,-0.125,0.1875,5.5625,78.875,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.198253,-0.33,3.17,9.31,-0.125,-0.25,0.25,5.5625,78.875,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.209267,-0.32,3.16,9.31,-0.0625,-0.25,0.3125,5.5625,78.875,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.04,-0.32,3.16,9.27,22
0.220281,-0.31,3.18,9.31,-0.0625,-0.125,0.125,5.5625,78.875,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.231295,-0.33,3.16,9.31,0.1875,0.0,0.1875,6.375,75.875,-14.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.24231,-0.31,3.16,9.3,-0.0625,-0.3125,0.1875,6.375,75.875,-14.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.05,-0.32,3.16,9.27,22
0.253324,-0.32,3.17,9.32,-0.125,-0.1875,0.25,6.375,75.875,-14.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.01,-0.32,3.16,9.27,22
0.264338,-0.32,3.16,9.29,-0.125,-0.125,0.1875,6.375,75.875,-14.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.275352,-0.32,3.16,9.3,-0.0625,-0.25,0.1875,6.375,75.875,-14.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.286366,-0.32,3.16,9.3,-0.0625,0.0,0.125,6.375,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.03,-0.32,3.16,9.27,22
0.29738,-0.32,3.18,9.31,0.0625,-0.1875,0.1875,6.375,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.308394,-0.31,3.17,9.3,0.0,-0.1875,0.1875,6.375,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.01,-0.32,3.16,9.27,22
0.319408,-0.33,3.18,9.28,-0.3125,-0.1875,0.1875,6.375,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.0,-0.32,3.16,9.27,22
0.330422,-0.32,3.17,9.27,0.0,-0.4375,0.25,6.375,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.02,-0.32,3.16,9.27,22
0.341436,-0.31,3.16,9.3,0.0,-0.25,0.3125,4.5,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.01,-0.32,3.16,9.27,22
0.35245,-0.32,3.17,9.32,0.0,-0.0625,0.25,4.5,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.04,-0.32,3.16,9.27,22
0.363464,-0.32,3.16,9.3,-0.125,-0.125,0.3125,4.5,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.03,-0.32,3.16,9.27,22
0.374478,-0.33,3.18,9.3,-0.3125,-0.1875,0.375,4.5,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.04,-0.32,3.16,9.27,22
0.385492,-0.32,3.17,9.32,-0.3125,-0.4375,0.125,4.5,77.375,-16.0625,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.04,-0.32,3.16,9.27,22
0.396507,-0.32,3.18,9.29,-0.25,-0.1875,0.25,3.75,77.75,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.407521,-0.32,3.15,9.3,-0.3125,-0.3125,0.1875,3.75,77.75,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.418535,-0.32,3.16,9.31,-0.1875,-0.5,0.1875,3.75,77.75,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.01,-0.32,3.16,9.27,22
0.429549,-0.32,3.18,9.29,-0.25,-0.3125,0.1875,3.75,77.75,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.440563,-0.33,3.16,9.3,-0.0625,-0.5,0.25,5.5625,78.1875,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.451577,-0.33,3.17,9.31,-0.25,-0.25,0.0625,5.5625,78.1875,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.02,-0.32,3.16,9.27,22
0.462591,-0.32,3.18,9.29,-0.25,-0.25,0.125,5.5625,78.1875,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.0,-0.32,3.16,9.27,22
0.473605,-0.32,3.17,9.28,-0.0625,-0.0625,0.25,5.5625,78.1875,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.484619,-0.32,3.17,9.3,0.0625,-0.25,0.25,5.5625,78.1875,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.02,-0.32,3.16,9.27,22
0.495633,-0.32,3.16,9.29,0.25,-0.125,0.1875,6.375,77.375,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.04,-0.32,3.16,9.27,22
0.506647,-0.33,3.15,9.29,-0.1875,-0.25,0.3125,6.375,77.375,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.02,-0.32,3.16,9.27,22
0.517661,-0.31,3.17,9.31,-0.125,-0.3125,0.125,6.375,77.375,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.528675,-0.32,3.16,9.3,-0.125,-0.3125,0.1875,6.375,77.375,-15.25,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.05,-0.32,3.16,9.27,22
0.539689,-0.33,3.18,9.33,-0.0625,-0.125,0.3125,3.375,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.03,-0.32,3.16,9.27,22
0.550704,-0.33,3.17,9.31,0.0,0.1875,0.1875,3.375,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.04,-0.32,3.16,9.27,22
0.561718,-0.32,3.17,9.32,-0.0625,0.0625,0.1875,3.375,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.0,-0.32,3.16,9.27,22
0.572732,-0.32,3.17,9.27,-0.1875,-0.4375,0.25,3.375,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,-0.01,0.04,-0.32,3.16,9.27,22
0.583746,-0.31,3.15,9.32,-0.125,-0.125,0.25,3.375,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.07,-0.32,3.16,9.27,22
0.59476,-0.31,3.17,9.35,-0.25,-0.1875,0.125,1.875,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.03,0.02,-0.32,3.16,9.27,22
0.605774,-0.33,3.16,9.32,-0.375,-0.4375,0.1875,1.875,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,-0.01,0.0,0.04,-0.32,3.16,9.27,22
0.616788,-0.31,3.17,9.29,-0.125,-0.3125,0.25,1.875,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.02,0.03,-0.32,3.16,9.27,22
0.627802,-0.31,3.18,9.3,-0.3125,-0.25,0.3125,1.875,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.05,-0.32,3.16,9.27,22
0.638816,-0.32,3.17,9.33,-0.25,-0.4375,0.3125,1.875,78.875,-10.875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.01,0.05,-0.32,3.16,9.27,22
0.64983,-0.31,3.16,9.29,-0.25,-0.25,0.0625,4.0625,78.5625,-15.6875,0.0,-1.875,-18.8125,0.986389,0.163513,0.016602,0.0,0.0,0.0,0.03,-0.32,3.16,9.27,22
0.660844,-0.32,3.16,9.31,-0.25,-0.6875,0.1875,4.0625,78.5625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.01,0.02,-0.31,3.16,9.27,22
0.671858,-0.33,3.17,9.3,0.0,-0.375,0.25,4.0625,78.5625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.02,0.03,-0.31,3.16,9.27,22
0.682872,-0.31,3.18,9.31,0.0625,-0.3125,0.3125,4.0625,78.5625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.03,-0.31,3.16,9.27,22
0.693886,-0.32,3.16,9.31,-0.125,-0.1875,0.25,5.25,77.0625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.02,0.02,-0.31,3.16,9.27,22
0.704901,-0.32,3.18,9.29,-0.125,-0.1875,0.25,5.25,77.0625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.01,0.02,-0.31,3.16,9.27,22
0.715915,-0.33,3.17,9.3,-0.125,-0.5,0.125,5.25,77.0625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
0.726929,-0.32,3.16,9.3,-0.0625,-0.25,0.125,5.25,77.0625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.03,-0.31,3.16,9.27,22
0.737943,-0.32,3.17,9.3,-0.1875,-0.5,0.3125,5.25,77.0625,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.06,-0.31,3.16,9.27,22
0.748957,-0.32,3.16,9.33,-0.125,-0.4375,0.1875,5.5625,77.75,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.02,-0.31,3.16,9.27,22
0.759971,-0.32,3.17,9.29,-0.0625,-0.25,0.25,5.5625,77.75,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
0.770985,-0.32,3.15,9.32,-0.125,-0.375,0.1875,5.5625,77.75,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.02,0.03,-0.31,3.16,9.27,22
0.781999,-0.32,3.18,9.31,-0.25,-0.4375,0.1875,5.5625,77.75,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
0.793013,-0.32,3.16,9.31,-0.125,-0.0625,0.375,5.5625,77.75,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
0.804027,-0.31,3.16,9.3,0.0,-0.4375,0.125,4.5,76.6875,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.02,0.04,-0.31,3.16,9.27,22
0.815041,-0.32,3.18,9.32,0.125,-0.3125,0.3125,4.5,76.6875,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.03,-0.31,3.16,9.27,22
0.826055,-0.32,3.16,9.3,-0.1875,-0.3125,0.25,4.5,76.6875,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,-0.01,0.05,-0.31,3.16,9.27,22
0.837069,-0.32,3.14,9.33,-0.1875,-0.5,0.25,4.5,76.6875,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.01,-0.31,3.16,9.27,22
0.848083,-0.32,3.17,9.29,-0.125,-0.4375,0.25,4.5,76.6875,-15.6875,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.02,-0.31,3.16,9.27,22
0.859097,-0.32,3.17,9.29,-0.0625,-0.4375,0.3125,5.25,78.5625,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.03,0.04,-0.31,3.16,9.27,22
0.870112,-0.33,3.19,9.32,-0.125,-0.3125,0.1875,5.25,78.5625,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
0.881126,-0.31,3.16,9.32,0.1875,-0.375,0.3125,5.25,78.5625,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.0,0.01,-0.31,3.16,9.27,22
0.89214,-0.33,3.16,9.29,-0.0625,-0.4375,0.3125,5.25,78.5625,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.01,0.03,-0.31,3.16,9.27,22
0.903154,-0.33,3.17,9.3,0.0,0.125,0.1875,5.25,78.5625,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,-0.02,0.03,-0.31,3.16,9.27,22
0.914168,-0.31,3.14,9.3,-0.125,-0.25,0.125,3.75,77.75,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
0.925182,-0.32,3.16,9.31,-0.375,-0.3125,0.1875,3.75,77.75,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.01,-0.31,3.16,9.27,22
0.936196,-0.32,3.16,9.28,-0.125,-0.1875,0.1875,3.75,77.75,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
0.94721,-0.32,3.16,9.29,-0.1875,-0.5,0.25,3.75,77.75,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
0.958224,-0.32,3.16,9.31,-0.0625,-0.1875,0.125,3.75,77.75,-15.25,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
0.969238,-0.32,3.16,9.31,-0.0625,-0.3125,0.25,6.0,77.0625,-14.5,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
0.980252,-0.31,3.16,9.3,-0.25,-0.25,0.125,6.0,77.0625,-14.5,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.02,-0.31,3.16,9.27,22
0.991266,-0.32,3.17,9.29,-0.0625,-0.375,0.25,6.0,77.0625,-14.5,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.01,0.01,-0.31,3.16,9.27,22
1.00228,-0.33,3.17,9.28,-0.1875,-0.1875,0.125,6.0,77.0625,-14.5,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
1.013294,-0.31,3.16,9.29,-0.1875,0.0,0.25,6.0,77.0625,-14.5,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.02,-0.31,3.16,9.27,22
1.024309,-0.33,3.18,9.31,-0.3125,-0.5625,0.25,1.875,79.6875,-11.375,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.05,-0.31,3.16,9.27,22
1.035323,-0.32,3.17,9.32,-0.5,-0.375,0.1875,1.875,79.6875,-11.375,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.05,-0.31,3.16,9.27,22
1.046337,-0.32,3.16,9.32,-0.1875,-0.3125,0.1875,1.875,79.6875,-11.375,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.03,-0.31,3.16,9.27,22
1.057351,-0.32,3.17,9.31,-0.125,0.125,0.0625,1.875,79.6875,-11.375,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.02,-0.31,3.16,9.27,22
1.068365,-0.32,3.17,9.29,-0.1875,-0.0625,0.25,1.5,78.875,-9.75,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.03,-0.31,3.16,9.27,22
1.079379,-0.32,3.16,9.32,-0.125,-0.4375,0.25,1.5,78.875,-9.75,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.04,-0.31,3.16,9.27,22
1.090393,-0.32,3.16,9.3,-0.25,-0.375,0.0625,1.5,78.875,-9.75,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.03,-0.31,3.16,9.27,22
1.101407,-0.32,3.15,9.3,0.0,-0.1875,0.1875,1.5,78.875,-9.75,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.01,-0.31,3.16,9.27,22
1.112421,-0.32,3.17,9.29,-0.125,-0.4375,0.3125,1.5,78.875,-9.75,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.01,0.01,-0.31,3.16,9.27,22
1.123435,-0.31,3.17,9.31,-0.25,-0.375,0.3125,2.25,78.5625,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.01,0.0,0.0,-0.31,3.16,9.27,22
1.134449,-0.3,3.16,9.27,-0.1875,-0.3125,0.1875,2.25,78.5625,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,-0.01,-0.01,-0.31,3.16,9.27,22
1.145463,-0.32,3.15,9.25,-0.0625,-0.3125,0.25,2.25,78.5625,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.0,-0.31,3.16,9.27,22
1.156477,-0.32,3.16,9.27,-0.125,-0.375,0.1875,2.25,78.5625,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,-0.01,0.0,0.0,-0.31,3.16,9.27,22
1.167491,-0.33,3.16,9.27,-0.125,-0.1875,0.3125,3.375,77.375,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,-0.01,-0.31,3.16,9.27,22
1.178506,-0.31,3.15,9.26,-0.0625,-0.25,0.1875,3.375,77.375,-10.5625,0.0,-1.8125,-18.8125,0.986389,0.163513,0.016541,0.0,0.0,0.0,0.0,-0.31,3.16,9.27,22
