t,acc_X,acc_Y,acc_Z,gyr_X,gyr_Y,gyr_Z,mag_X,mag_Y,mag_Z,eul_heading,eul_roll,eul_pitch,quat_w,quat_x,quat_y,quat_z,lia_X,lia_Y,lia_Z,grv_X,grv_Y,grv_Z,temp
0.0,-1.35,2.79,9.37,0.1875,-0.0625,0.125,-25.375,29.5625,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.29,2.77,-0.4,0.0,0.0,9.8,30
0.010965,-1.29,2.77,9.39,-0.25,-0.375,0.25,-25.375,29.5625,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.21,2.77,-0.4,0.0,0.0,9.8,30
0.021931,-1.21,2.77,9.4,-0.1875,-0.3125,0.125,-41.875,30.6875,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.06,2.78,-0.44,0.0,0.0,9.8,30
0.032896,-1.06,2.78,9.36,-0.125,-0.25,0.1875,-41.875,30.6875,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.83,2.79,-0.45,0.0,0.0,9.8,30
0.043861,-0.83,2.79,9.35,-0.0625,-0.375,0.25,-41.875,30.6875,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.34,2.79,-0.45,0.0,0.0,9.8,30
0.054827,-0.34,2.79,9.35,-0.125,-0.0625,0.25,-41.875,30.6875,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.16,2.82,-0.47,0.0,0.0,9.8,30
0.065792,-0.16,2.82,9.32,0.125,0.0,0.25,-41.875,30.6875,-63.1875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,2.81,-0.47,0.0,0.0,9.8,30
0.076757,0.07,2.81,9.33,-0.0625,-0.125,0.1875,-39.6875,30.6875,-61.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29,2.8,-0.45,0.0,0.0,9.8,30
0.087723,0.29,2.8,9.35,0.0,-0.3125,0.1875,-39.6875,30.6875,-61.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.51,2.81,-0.48,0.0,0.0,9.8,30
0.098688,0.51,2.81,9.31,-0.0625,-0.3125,0.1875,-39.6875,30.6875,-61.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58,2.83,-0.49,0.0,0.0,9.8,30
