t,acc_X,acc_Y,acc_Z,gyr_X,gyr_Y,gyr_Z,mag_X,mag_Y,mag_Z,eul_heading,eul_roll,eul_pitch,quat_w,quat_x,quat_y,quat_z,lia_X,lia_Y,lia_Z,grv_X,grv_Y,grv_Z,temp
0.0,-0.33,3.33,9.29,-0.1875,-0.375,0.25,2.25,78.0625,-13.6875,0.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.02,0.1,-0.32,3.3,9.22,22
0.010998,-0.33,3.33,9.32,-0.1875,-0.375,0.375,2.25,78.0625,-13.6875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.07,-0.32,3.3,9.22,22
0.021996,-0.32,3.34,9.29,0.125,-0.3125,0.125,2.25,78.0625,-13.6875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.04,0.07,-0.32,3.3,9.22,22
0.032993,-0.33,3.35,9.29,-0.0625,-0.4375,0.0625,2.25,78.0625,-13.6875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.06,-0.32,3.3,9.22,22
0.043991,-0.32,3.34,9.29,-0.25,-0.4375,0.25,1.0625,77.75,-12.875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.04,0.07,-0.32,3.3,9.22,22
0.054989,-0.33,3.34,9.31,-0.125,-0.125,0.3125,1.0625,77.75,-12.875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.08,-0.32,3.3,9.22,22
0.065987,-0.33,3.35,9.29,0.0,-0.25,0.1875,1.0625,77.75,-12.875,360.0,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.08,-0.32,3.3,9.22,22
0.076985,-0.32,3.34,9.3,-0.3125,0.0625,0.1875,1.0625,77.75,-12.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.05,-0.32,3.3,9.22,22
0.087983,-0.32,3.34,9.28,0.1875,0.0,0.1875,1.0625,77.75,-12.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.05,-0.32,3.3,9.22,22
0.09898,-0.31,3.32,9.3,0.0,-0.0625,0.25,3.375,77.375,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.02,0.08,-0.32,3.3,9.22,22
0.109978,-0.33,3.33,9.31,-0.0625,-0.25,0.25,3.375,77.375,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.05,0.06,-0.32,3.3,9.22,22
0.120976,-0.32,3.36,9.28,-0.1875,-0.3125,0.3125,3.375,77.375,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.02,0.1,-0.32,3.3,9.22,22
0.131974,-0.32,3.33,9.32,-0.25,-0.4375,0.375,3.375,77.375,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.01,0.1,-0.32,3.3,9.22,22
0.142972,-0.33,3.32,9.32,-0.1875,-0.5,0.25,5.5625,77.375,-14.375,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.05,0.09,-0.32,3.3,9.22,22
0.153969,-0.33,3.36,9.31,-0.1875,-0.25,0.125,5.5625,77.375,-14.375,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.04,0.08,-0.32,3.3,9.22,22
0.164967,-0.32,3.35,9.3,-0.125,-0.125,0.125,5.5625,77.375,-14.375,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.06,-0.32,3.3,9.22,22
0.175965,-0.33,3.34,9.29,0.125,-0.0625,0.25,5.5625,77.375,-14.375,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,-0.01,0.01,0.09,-0.32,3.3,9.22,22
0.186963,-0.33,3.32,9.32,0.0,-0.1875,0.25,5.5625,77.375,-14.375,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.11,-0.32,3.3,9.22,22
0.197961,-0.33,3.34,9.34,0.0625,-0.4375,0.125,5.5625,77.75,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.01,0.03,0.1,-0.32,3.3,9.22,22
0.208959,-0.31,3.34,9.32,0.0,-0.0625,0.25,5.5625,77.75,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.02,0.07,-0.32,3.3,9.22,22
0.219956,-0.32,3.33,9.3,-0.125,-0.25,0.25,5.5625,77.75,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.02,0.06,-0.32,3.3,9.22,22
0.230954,-0.33,3.33,9.28,0.25,-0.3125,0.3125,5.5625,77.75,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.04,0.07,-0.32,3.3,9.22,22
0.241952,-0.33,3.35,9.3,-0.0625,-0.4375,0.25,5.5625,77.75,-16.0,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.09,-0.32,3.3,9.22,22
0.25295,-0.32,3.34,9.32,-0.25,-0.375,0.125,5.5625,77.0625,-14.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.05,0.07,-0.32,3.3,9.22,22
0.263948,-0.33,3.34,9.31,-0.125,-0.1875,0.3125,5.5625,77.0625,-14.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.03,0.09,-0.32,3.3,9.22,22
0.274945,-0.33,3.34,9.29,0.0,-0.25,0.25,5.5625,77.0625,-14.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.05,0.11,-0.32,3.3,9.22,22
0.285943,-0.33,3.36,9.33,0.0,-0.1875,0.125,5.5625,77.0625,-14.875,359.9375,-1.875,-19.6875,0.985046,0.171326,0.016968,0.0,0.0,0.05,0.08,-0.32,3.3,9.22,22
